Title,Genre,Description
Phoolan Hasina Ramkali,Action,Add a Plot »
Sahibaan,"Drama,Romance",Sahibaan lives a poor lifestyle in a small village in ancient India along with her mom  dad  Balakram  and a mentally challenged cousin  Kheru. Balakram makes a living selling dolls. ...                    
Rang,"Drama,Romance",Although Suchitra has been marry to Madhav Singh for years she has always been conscious about maintaining a slim figure which in her believe will make her look young. She watched ...                    
Sangram,"Drama,Romance",Thakur Surajbhan Singh Kanwar forces Thakur Shamsher Singh Rana sister to commit suicide thus the two business-men became enemies. Years later Surajbhan's son  Raja and Rana's daughter  ...                    
Roop Ki Rani Choron Ka Raja,"Action,Drama,Musical",Custom Officer  Verma red-handily catches Jagmohan Lal alias Jugran  smuggling price-less diamonds through India's airport. Before Verma could arrest him; he is killed by Jugran who then ...                    
Rudaali,Drama,In a small village in Rajasthan  India  a woman named Shanichari was born - so named  as shortly after her birth her father died; & her mother  Peewli  ran away with a rich lover  the owner...                    
Pyar Pyar,"Action,Drama,Romance",Widowed Rajkumar Chauhan is an honest and diligent Income Tax Officer  who does his job without being intimidated or accepting bribes. He lives with his son  Vikram  and his mom. When ...                    
Shaktiman,"Action,Drama,Romance",Businessman Rai Bahadur Laxmi Narayan lives a wealthy lifestyle in Bombay along with his wife  Lakshmi. Although they have been married for several years  they have no children. While on a ...                    
Shatranj,"Comedy,Drama,Romance",Dharamraj dislikes women and has told his younger brothers to stay away from them.
Shreemaan Aashique,Comedy,Professor Vishwa Mitra (Anupam Kher) has made an organisation that persuades men not to marry because a woman makes the life of a man hell. Durshan Kumar (Rishi Kapoor) is also a member of ...                    
Tadipaar,"Action,Drama",After getting into a violent confrontation  Shankar is arrested by the Police  tried in Court  sentenced to live outside the limits of the city  and must present himself at the nearest ...                    
Sardar,"Biography,Drama,History",An account of Vallbhbhai Patel's political life while India was taking first steps as an independent country.
Pyaar Ka Tarana,"Drama,Musical",A rich boy Manu and a poor girl Mink are in love and want to get married. Manu's father refuses so Manu goes to Germany to prove himself promising Mink to come back. In Sweden Manu meets ...                    
Sir,"Crime,Drama",Bombay-based Professor Amar Verma lives a middle-class lifestyle with his wife  Shobha  and 6 year old son  Kunal. When a gang-war breaks out between Veljibhai and Chhapan Tikle alias Jimmy...                    
Veerta,Action,Multi-millionaire Balwant Rai is a widower who lives with his daughter Uma and a school going son Amar alias Munna. Since Uma is of marriage-able age  Balwant decides to get her marry to ...                    
Waqt Hamara Hai,"Action,Comedy,Crime",Two prankster best friends gets unwittingly involved in a terrorist plot and tries their best to save the country.
Zakhmi Rooh,Horror,Seema and Reema are lookalike step sisters.Shekar a dancer is in love with Seema he sees Reema smoking and drinking and slaps her mistakenly thinking her to be Seema Reema goes to Bombay to...                    
Deewana,"Action,Comedy,Crime",A singer (Rishi Kapoor) marries his biggest fan  but his uncle (Amrish Puri) plans to kill him in order to gain his money.
Khuda Gawah,"Action,Adventure,Drama",Afghani Pathan Baadshah Khan falls in love with Benazir and wants to marry her.But she tells him that she will marry him only if he gets the head of Habibullah who killed her ...                    
Santaan,"Drama,Family",Sarju and Laxmi have done everything to educate their son Amar and have lots of hope from him but the but Amar desires to become rich and disowns his parents who then face only sufferings in their life.
Yugandhar,"Action,Crime,Drama",Add a Plot »
Vishwatma,"Action,Drama,Thriller",A cop and a criminal  both on their respective missions of duty and revenge  go from India to Kenya in order to extradite a reclusive crime lord to India.
Vansh,"Action,Crime,Drama",Two warring step-brothers team up to get the villains out to kill their bigamous father.
Tahqiqaat,"Crime,Mystery",Villagers are shocked by the sudden death of Mary. Father Prem Fernandes gets legal permission to conduct a postmortem on Mary's body by removing it from her grave.
Zakhmo Ka Hisaab,"Action,Crime,Drama",Suraj (Govinda) lives with is parents viz  dad (Aloknath)  mom Savitri (Seema Deo)  sister Pooja (Parijat)  elder brother Amar  his sister-in-law  and a niece and nephew. Amar is employed ...                    
Dil Ka Kya Kasoor,"Musical,Romance",Shalini Saxena lives a wealthy life-style with her brother Rajesh. She attends college and writes a few poems under the name Seema as part time activity  she meets her fellow collegian an ...                    
Raat,Horror,Mini shifts to her new house along with her parents Mr and Mrs Shrma and nephew Bunty.Bunty finds a cat in the backyard of the house and gets attracted to it but the cat soon dies when it ...                    
Mere Sajana Saath Nibhana,"Drama,Musical",Kanhaiya lives with his mother in a small rural town in India  and makes a living singing and dancing at wedding  birthdays  and other important ceremonies in the community along with Bhola...                    
Meera Ka Mohan,Romance,Ravi  Preeti and Vijay form a love triangle in this story.
Panaah,Action,Raja faces danger from Vikral Sing  when four goons are assigned the task to bring Raja dead or alive to Vikral Singh. But seeing his innocence they fall in love with Raja and decide not to...                    
Suryavanshi,"Fantasy,Horror",An archaeologist unearths an underground palace at Sangramgarh. The locals are afraid of what will happen if they start digging and would like to leave the past alone. It turns out their fears we confounded.
Virodhi,Drama,Pinky  sister of the Police Commissioner (Sunil Dutt) is drawn to Raj  a dashing young man and younger brother of Inspector Shekar (Dharmendra). Badrinath Pandey  a Minister is involved in ...                    
Jaan Tere Naam,"Drama,Romance",Lovely Pinky Malhotra is a heart-breaker in the college where she studies  and has a number of young men who would lay down their lives for her. Amongst them are Sunil and Vicky. She is ...                    
Current,Drama,Velu owns a small sugarcane field and has immense faith in the establishment  in this case  the Electricity Board  to condone a delay in payment of his electricity bill. But when the power is severed he and his wife Sita are devastated.
I Love You,"Drama,Romance",A poor boy falls in love with a rich girl but the girl's evil father opposes the marriage as the boy is from poor family and also shares a secret about his father.
Insaaf Ki Devi,Action,Suraj Prakash is accused by a young woman named Sheela for allegedly sexually molesting her on the pretext of offering her a job overseas. He not only denies this  but accuses Sheela of ...                    
Sarphira,Action,Judge B.K. Sinha and his adopted son  Rajkishan are law-abider but the youngest in their house-hold  Suresh prove to be the opposite - is hot-tempered and is into shady activities. His ...                    
Zindagi Ek Juaa,Action,Harikishan saves the life of his employer  Jagjit Singh alias JJ  only to receive a huge wage increase. All excited; Harikishan agrees to change his name to Harry and successfully carry out...                    
Adharm,"Action,Crime,Drama","Mr. Verma is the proud owner of a spacious bunglow named ""Dharam Niwas"". He is critical of his second son  Jaggan Verma (Kiran Kumar) due to his drinking habits  people of lose or no morals...                    "
Police Officer,Action,Twin brothers Jai  a cop  and Kishen  a conman. After Jai is killed  Kishen takes his place to take revenge on his killers.
Humlaa,"Action,Drama",Devkishan Sharma is a school-teacher in a small town in India  where he lives with his wife  and two sons  Bhawaniprasad and Shivprasad. When he finds out that Bhawani has fallen into bad ...                    
